,tweet_id,sentiment,content,processed_corpus
733,1957135415,neutral,2nd to last episode of jay leno  itll never be the same!  nite twitter,"['2nd', 'last', 'episode', 'jay', 'leno', 'itll', 'never', 'nite', 'twitter']"
736,1957136490,neutral,Fakin' kisha...just my luck!,"['Fakin', 'kisha', '...', 'luck']"
741,1957137139,neutral,so tense..so emotional...so not me..,"['tense', '..', 'emotional', '...', '..']"
744,1957137805,neutral,playing the game of watching straight people hook up but can't leave because of another reason,"['playing', 'game', 'watching', 'straight', 'people', 'hook', 'ca', ""n't"", 'leave', 'another', 'reason']"
745,1957138437,neutral,@daveg38 yeah work today  never mind only one day then sun sun sun....,"['daveg38', 'yeah', 'work', 'today', 'never', 'mind', 'one', 'day', 'sun', 'sun', 'sun', '....']"
748,1957139613,neutral,@heresmyhello92 I don't think it was either. But I can't remember it.,"['heresmyhello92', ""n't"", 'think', 'either', 'ca', ""n't"", 'remember']"
749,1957139668,neutral,anyone got JBs live chat vid? i was @ school  I saw joe hug and tackle nick lol,"['anyone', 'got', 'JBs', 'live', 'chat', 'vid', 'school', 'saw', 'joe', 'hug', 'tackle', 'nick', 'lol']"
759,1957141723,neutral,@soonseeofpred becuz you braggin,"['soonseeofpred', 'becuz', 'braggin']"
762,1957142103,neutral,@lawikyn ze Franz has not friended me  i think they think i'm a creepy stalker or sommat. Hmph.,"['lawikyn', 'ze', 'Franz', 'friended', 'think', 'think', ""'m"", 'creepy', 'stalker', 'sommat', 'Hmph']"
765,1957143180,neutral,And then you find out today they had there first kiss! },"['find', 'today', 'first', 'kiss']"
771,1957144247,neutral,"dont know why so tired today  bye, time for beddy","['dont', 'know', 'tired', 'today', 'bye', 'time', 'beddy']"
778,1957145627,neutral,"@syafique ooh maggi goreng. yums. i cant eat, sore throat cmin","['syafique', 'ooh', 'maggi', 'goreng', 'yums', 'cant', 'eat', 'sore', 'throat', 'cmin']"
780,1957145833,neutral,@curligirl morning hon. what you having for breakfast? I cant decide,"['curligirl', 'morning', 'hon', 'breakfast', 'cant', 'decide']"
782,1957146159,neutral,did I mention my BF bubbled the WSOP employees event after 12 hrs with AA  Working doubles  now for the next 6 weeks,"['mention', 'BF', 'bubbled', 'WSOP', 'employee', 'event', 'hr', 'AA', 'Working', 'double', 'next', 'week']"
787,1957147025,neutral,@DellOutletUK But now it's gone,"['DellOutletUK', ""'s"", 'gone']"
798,1957148490,neutral,ups ketauan cabut sama @gemamalove @chikachilo nih,"['ups', 'ketauan', 'cabut', 'sama', 'gemamalove', 'chikachilo', 'nih']"
801,1957149016,neutral,"It's 4pm Friday, he left at 6am Thursday.... surely he should be there now","[""'s"", '4pm', 'Friday', 'left', '6am', 'Thursday', '....', 'surely']"
805,1957149571,neutral,@talentdmrripley  maybe a good night's sleep for everyone?,"['talentdmrripley', 'maybe', 'good', 'night', ""'s"", 'sleep', 'everyone']"
808,1957150173,neutral,"@_erica Yea, its tough to keep it going. Sometimes I'm not sure its worth it.","['_erica', 'Yea', 'tough', 'keep', 'going', 'Sometimes', ""'m"", 'sure', 'worth']"
815,1957151356,neutral,Work at 5:45am =,"['Work', '5:45am']"
816,1957151415,neutral,@anthothemantho Hell yes. I'm too late.,"['anthothemantho', 'Hell', 'yes', ""'m"", 'late']"
834,1957154717,neutral,"@ddlovato Since obviously living in Alaska, only a few radio stations we get here.","['ddlovato', 'Since', 'obviously', 'living', 'Alaska', 'radio', 'station', 'get']"
836,1957155160,neutral,"Oh noes.  hey, what's my tatoo say?","['Oh', 'no', 'hey', ""'s"", 'tatoo', 'say']"
837,1957155266,neutral,@astynes I don't have a VCR...,"['astynes', ""n't"", 'VCR', '...']"
845,1957157790,neutral,@MsAKAtainment I know right  but hopefully something comes up though,"['MsAKAtainment', 'know', 'right', 'hopefully', 'something', 'come', 'though']"
848,1957158560,neutral,@claudiuvoicu supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  &amp; want Bruno!,"['claudiuvoicu', 'supposed', 'back', 'Sun', 'via', 'private', 'jet', 'btw', 'mite', 'hav', 'stay', 'bymyself', 'thnk', 'god', 'another', 'week', 'amp', 'want', 'Bruno']"
852,1957159745,neutral,Huge headache...goodnight!!,"['Huge', 'headache', '...', 'goodnight']"
856,1957160547,neutral,"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them","['justwatched', 'like', 'straight', 'episode', 'escaped', 'ID', 'Discovery', 'channel', 'guy', 'imprisoned', 'woman', 'killed', 'cooked']"
859,1957160829,neutral,its only 0.2! Just give me my 3 points!,"['0.2', 'give', 'point']"
866,1957162630,neutral,@ryanhalloran why not?,['ryanhalloran']
869,1957162928,neutral,to Chicago... but why isn't my ride calling me back?,"['Chicago', '...', ""n't"", 'ride', 'calling', 'back']"
870,1957163020,neutral,"K, goodnight! Gotta do Chuck E Cheese tomorrow following kindergarten shots and physical... Bla","['K', 'goodnight', 'Got', 'ta', 'Chuck', 'E', 'Cheese', 'tomorrow', 'following', 'kindergarten', 'shot', 'physical', '...', 'Bla']"
873,1957163634,neutral,I've got to catch the bus to work,"[""'ve"", 'got', 'catch', 'bus', 'work']"
878,1957165453,neutral,@pegbanditkitty absolutely nothin,"['pegbanditkitty', 'absolutely', 'nothin']"
880,1957165874,neutral,@ecctv If it makes you feel better I lost 10 overnight cause I posted a picture of a baby,"['ecctv', 'make', 'feel', 'better', 'lost', '10', 'overnight', 'cause', 'posted', 'picture', 'baby']"
887,1957167375,neutral,@scumm_boy I'm sorry  I'm thinking about you and hope the week gets better!,"['scumm_boy', ""'m"", 'sorry', ""'m"", 'thinking', 'hope', 'week', 'get', 'better']"
892,1957168222,neutral,mannnn..... @alllyy_ got an iphone!!! im jealous....  http://bit.ly/NgnaR,"['mannnn', '.....', 'alllyy_', 'got', 'iphone', 'im', 'jealous', '....', 'http', '//bit.ly/NgnaR']"
894,1957168874,neutral,"@regent_lord Aww, you should've YouTubed it.","['regent_lord', 'Aww', ""'ve"", 'YouTubed']"
898,1957169154,neutral,Will miss nostalgia ... everyone please kick tushar,"['miss', 'nostalgia', '...', 'everyone', 'please', 'kick', 'tushar']"
904,1957170358,neutral,says good (or should i say bad?) afternoon!  http://plurk.com/p/wxpdj,"['say', 'good', 'say', 'bad', 'afternoon', 'http', '//plurk.com/p/wxpdj']"
905,1957170449,neutral,says I've got number 10~  getting low~~ http://plurk.com/p/wxpdr,"['say', ""'ve"", 'got', 'number', '10~', 'getting', 'low~~', 'http', '//plurk.com/p/wxpdr']"
911,1957172893,neutral,@summer_eyes I wish I knew!  The curse of Tumblr.,"['summer_eyes', 'wish', 'knew', 'curse', 'Tumblr']"
914,1957173834,neutral,Business exam tomorrow,"['Business', 'exam', 'tomorrow']"
922,1957175259,neutral,back from grimsby  it sucks bein back but was amazin wknd anyway!!,"['back', 'grimsby', 'suck', 'bein', 'back', 'amazin', 'wknd', 'anyway']"
924,1957175518,neutral,"@allysonalfonso haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol","['allysonalfonso', 'haha', '18', 'ive', 'got', 'one', 'go', 'curse', 'none', 'friend', 'liking', 'TAI', 'lol']"
931,1957176603,neutral,@angelazodiak Aww maybe i traumatized her.,"['angelazodiak', 'Aww', 'maybe', 'traumatized']"
936,1957179054,neutral,Ugh. Too much happened today. I really need a hug,"['Ugh', 'much', 'happened', 'today', 'really', 'need', 'hug']"
939,1957179532,neutral,@n3rin3 Ur pic is gone,"['n3rin3', 'Ur', 'pic', 'gone']"
941,1957180254,neutral,how do you twitter?,['twitter']
944,1957181400,neutral,@JWess awww  ok lol hopefully by than im still here and not back over in the states,"['JWess', 'awww', 'ok', 'lol', 'hopefully', 'im', 'still', 'back', 'state']"
947,1957181945,neutral,@djcoombs not at my workplace.   but a short-sleeved shirt is absolutely necessary today!,"['djcoombs', 'workplace', 'short-sleeved', 'shirt', 'absolutely', 'necessary', 'today']"
958,1957183431,neutral,does anyone know how to convert 6 est to Aus time? ROFL xD fucking radio disney,"['anyone', 'know', 'convert', 'est', 'Aus', 'time', 'ROFL', 'xD', 'fucking', 'radio', 'disney']"
960,1957184403,neutral,@sakshijuneja ok that's subtly saying i'm no longer a fave  temme 1 thing - did the firangs steal your vocab? ur eating words and how!,"['sakshijuneja', 'ok', ""'s"", 'subtly', 'saying', ""'m"", 'longer', 'fave', 'temme', 'thing', 'firangs', 'steal', 'vocab', 'ur', 'eating', 'word']"
977,1957189838,neutral,FYI no internets until THURSTAG!!!! after saturday  i have a feeling i will become 800x more productive during those days.,"['FYI', 'internet', 'THURSTAG', 'saturday', 'feeling', 'become', '800x', 'productive', 'day']"
998,1957192967,neutral,I signed up for an account on a political website so I could post a comment but it isn't working.,"['signed', 'account', 'political', 'website', 'could', 'post', 'comment', ""n't"", 'working']"
999,1957193010,neutral,How Come I Can Never Sleep Past?? Not Good,"['Come', 'Never', 'Sleep', 'Past', 'Good']"
1001,1957193805,neutral,@typicalrouse I would but its like 1800 or 1000+ miles  gas prices are crazy im doing alpine next summer most def,"['typicalrouse', 'would', 'like', '1800', '1000+', 'mile', 'gas', 'price', 'crazy', 'im', 'alpine', 'next', 'summer', 'def']"
1006,1957194726,neutral,has an exam at 10am - I slept about 3 hours last night,"['exam', '10am', 'slept', 'hour', 'last', 'night']"
1009,1957195159,neutral,Wish I lived in or atleast relatively close to Ohio!   Haven't seen @SmallTown_Troy or @Derk_McLoven in almost a year.,"['Wish', 'lived', 'atleast', 'relatively', 'close', 'Ohio', ""n't"", 'seen', 'SmallTown_Troy', 'Derk_McLoven', 'almost', 'year']"
1012,1957195514,neutral,@3Gguy and within a short time of the last clue all of them,"['3Gguy', 'within', 'short', 'time', 'last', 'clue']"
1013,1957195703,neutral,my phone still doesnt tweet,"['phone', 'still', 'doesnt', 'tweet']"
1014,1957195915,neutral,"@blindcripple Good idea Brain, you can't not be on Twitter...","['blindcripple', 'Good', 'idea', 'Brain', 'ca', ""n't"", 'Twitter', '...']"
1017,1957196074,neutral,@mrskutcher just checked library website and girl with dragon tattoo is checked out,"['mrskutcher', 'checked', 'library', 'website', 'girl', 'dragon', 'tattoo', 'checked']"
1026,1957198430,neutral,I'm at work,"[""'m"", 'work']"
1028,1957198598,neutral,"@portugaltheman @liftingfaces Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too","['portugaltheman', 'liftingfaces', ""'d"", 'song', 'go', 'site', 'want', 'quot', 'quot', 'computer']"
1035,1957199558,neutral,@CheetahmamiBia oooo ok   why  havent you accepted my friends request,"['CheetahmamiBia', 'oooo', 'ok', 'havent', 'accepted', 'friend', 'request']"
1037,1957200791,neutral,just got home after killing a possum,"['got', 'home', 'killing', 'possum']"
1042,1957202674,neutral,... that's all,"['...', ""'s""]"
1045,1957203255,neutral,@anshprat yahoo maps! lots more to desire #yahoo,"['anshprat', 'yahoo', 'map', 'lot', 'desire', 'yahoo']"
1056,1957205912,neutral,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts","['facebook', 'quiz', 'one', 'cure', 'boredom', 'haha', 'teeth/mouth', 'hurt']"
1061,1957206343,neutral,@debbylovespr I've got one too  though i think mine was attributed to the seizure inducing color/light show in the movie The Soloist.,"['debbylovespr', ""'ve"", 'got', 'one', 'though', 'think', 'mine', 'attributed', 'seizure', 'inducing', 'color/light', 'show', 'movie', 'Soloist']"
1065,1957206844,neutral,goodnight everyone.,"['goodnight', 'everyone']"
1068,1957207392,neutral,@IsaGoksu  http://yfrog.com/11z2ip  nothing there,"['IsaGoksu', 'http', '//yfrog.com/11z2ip', 'nothing']"
1086,1957212416,neutral,"really, realy want a netbook. mrr. Techno-lust sucks","['really', 'realy', 'want', 'netbook', 'mrr', 'Techno-lust', 'suck']"
1090,1957213816,neutral,@RichardGiles mine pools... just in someone elses pocket,"['RichardGiles', 'mine', 'pool', '...', 'someone', 'elses', 'pocket']"
1095,1957215551,neutral,@ndrew10 I know!!!! He didn't ask me,"['ndrew10', 'know', ""n't"", 'ask']"
1097,1957215947,neutral,@MrsSOsbourne Ozzy isn't following you yet,"['MrsSOsbourne', 'Ozzy', ""n't"", 'following', 'yet']"
1105,1957218546,neutral,I hate TweetDeck when it reaches access limits,"['hate', 'TweetDeck', 'reach', 'access', 'limit']"
1108,1957218667,neutral,@ANAIZZ you might want to get some rest...i promise you wont retain the knowledge sleepy,"['ANAIZZ', 'might', 'want', 'get', 'rest', '...', 'promise', 'wont', 'retain', 'knowledge', 'sleepy']"
1137,1957226828,neutral,"@Wolfie85 @christelmcr Ah  sameway Yet,@mikeyway has 2006 votes ((.We need more vote :'D","['Wolfie85', 'christelmcr', 'Ah', 'sameway', 'Yet', 'mikeyway', '2006', 'vote', '.We', 'need', 'vote', ""'D""]"
1138,1957227060,neutral,I want a Monte Cristo sandwich sooo... BAd!!!,"['want', 'Monte', 'Cristo', 'sandwich', 'sooo', '...', 'BAd']"
1140,1957227155,neutral,Just finished watching &quot;Marley and Me&quot;,"['finished', 'watching', 'quot', 'Marley', 'quot']"
1144,1957227794,neutral,@GeoffComma no fair,"['GeoffComma', 'fair']"
1148,1957228264,neutral,"Nina was on my lap, but just decided to jump off","['Nina', 'lap', 'decided', 'jump']"
1149,1957228324,neutral,"the swine flu is in robina, gold coast","['swine', 'flu', 'robina', 'gold', 'coast']"
1157,1957230282,neutral,Def wants to cuddle it out maybe play but has no one to do it with the bc is far away,"['Def', 'want', 'cuddle', 'maybe', 'play', 'one', 'bc', 'far', 'away']"
1165,1957231837,neutral,Gotta go back out there.,"['Got', 'ta', 'go', 'back']"
1166,1957231863,neutral,I don't remember what i text to twitter to get a list of commands  halp,"[""n't"", 'remember', 'text', 'twitter', 'get', 'list', 'command', 'halp']"
1170,1957233475,neutral,@gettothefalcon i miss that too,"['gettothefalcon', 'miss']"
1174,1957234958,neutral,I cant watch anythgin till tonight,"['cant', 'watch', 'anythgin', 'till', 'tonight']"
1177,1957236286,neutral,"@workhomexpert Nope, re-reading it all over again.     No offense meant","['workhomexpert', 'Nope', 're-reading', 'offense', 'meant']"
1180,1957236960,neutral,Jay Leno has one more show left as the host of The Tonight Show,"['Jay', 'Leno', 'one', 'show', 'left', 'host', 'Tonight', 'Show']"
1184,1957237641,neutral,@TLuke08  sometimes going and doing other stuff cures that,"['TLuke08', 'sometimes', 'going', 'stuff', 'cure']"
1188,1957238377,neutral,..i graduate today,"['..', 'graduate', 'today']"
1191,1957238908,neutral,@504chucky whats with u hating on becky soo much? ur bio says ur nice....guess not,"['504chucky', 'whats', 'u', 'hating', 'becky', 'soo', 'much', 'ur', 'bio', 'say', 'ur', 'nice', '....', 'guess']"
1202,1957241391,neutral,@Salamandroid its not just you - its properly dragged this week,"['Salamandroid', 'properly', 'dragged', 'week']"
1204,1957241801,neutral,looks can be deceiving,"['look', 'deceiving']"
1211,1957243299,neutral,Week-end is over and now it's time to get back to work,"['Week-end', ""'s"", 'time', 'get', 'back', 'work']"
1214,1957243682,neutral,"Summer is about to end.  For some, it's just about to start. Hahah.","['Summer', 'end', ""'s"", 'start', 'Hahah']"
1218,1957244537,neutral,"@toddh3284 T, im sooooo bored right now","['toddh3284', 'im', 'sooooo', 'bored', 'right']"
1220,1957245151,neutral,@CHARITY_GANT popularity contest and they think twitter will help.... and it's become trendy,"['CHARITY_GANT', 'popularity', 'contest', 'think', 'twitter', 'help', '....', ""'s"", 'become', 'trendy']"
1221,1957245396,neutral,madd bored,"['madd', 'bored']"
1223,1957245632,neutral,My wife can't get on the guest list for tomorrows show because it doesn't exist. LAME. I guess no wife at the show.,"['wife', 'ca', ""n't"", 'get', 'guest', 'list', 'tomorrow', 'show', ""n't"", 'exist', 'LAME', 'guess', 'wife', 'show']"
1231,1957247634,neutral,@jesssicababesss @IvanaE @RachelLock22 DECEMBER... thats like a year away...,"['jesssicababesss', 'IvanaE', 'RachelLock22', 'DECEMBER', '...', 'thats', 'like', 'year', 'away', '...']"
1238,1957249020,neutral,Ugh cant sleep on  this bus.  still have like 5 hours,"['Ugh', 'cant', 'sleep', 'bus', 'still', 'like', 'hour']"
1241,1957249526,neutral,Alcohol does not promote weight loss.,"['Alcohol', 'promote', 'weight', 'loss']"
1246,1957251533,neutral,is up too early,['early']
1248,1957251799,neutral,3am i still cant sleep,"['3am', 'still', 'cant', 'sleep']"
1258,1957256096,neutral,Going to a wake of a dear friend Marlito Sy tonight in Novaliches,"['Going', 'wake', 'dear', 'friend', 'Marlito', 'Sy', 'tonight', 'Novaliches']"
1280,1957263518,neutral,i sooooooooo dont want to go to work today to nice outside.,"['sooooooooo', 'dont', 'want', 'go', 'work', 'today', 'nice', 'outside']"
1292,1957265895,neutral,need a camera blower.. my camera censor is dirteeh..,"['need', 'camera', 'blower', '..', 'camera', 'censor', 'dirteeh', '..']"
1304,1957268224,neutral,S'acaba la setmana del rap vintage  amb la millor: MC Hammer - U can't touch this http://open.spotify.com/track/1B75hgRqe7A4fwee3g3Wmu,"[""S'acaba"", 'la', 'setmana', 'del', 'rap', 'vintage', 'amb', 'la', 'millor', 'MC', 'Hammer', 'U', 'ca', ""n't"", 'touch', 'http', '//open.spotify.com/track/1B75hgRqe7A4fwee3g3Wmu']"
